country,state,year,quarter,transaction_type,transaction_count,total_amount
India,himachal-pradesh,2019,Q3,Merchant payments,312575,182746198
India,himachal-pradesh,2019,Q3,Financial Services,3096,1775673
India,himachal-pradesh,2019,Q3,Others,25170,20649996
India,himachal-pradesh,2019,Q4,Peer-to-peer payments,1579582,6533855301
India,himachal-pradesh,2019,Q4,Recharge & bill payments,1442940,402619114
India,himachal-pradesh,2019,Q4,Merchant payments,467309,314965060
India,himachal-pradesh,2019,Q4,Financial Services,4576,1769641
India,himachal-pradesh,2019,Q4,Others,22239,17954418
India,himachal-pradesh,2020,Q1,Recharge & bill payments,1815157,542356756
India,himachal-pradesh,2020,Q1,Peer-to-peer payments,1594806,6431826925
India,himachal-pradesh,2020,Q1,Merchant payments,711018,427497010
India,himachal-pradesh,2020,Q1,Financial Services,4711,3172303
India,himachal-pradesh,2020,Q1,Others,18788,14613755
India,himachal-pradesh,2020,Q2,Recharge & bill payments,2558935,802231470
India,himachal-pradesh,2020,Q2,Peer-to-peer payments,1544488,6738488218
India,himachal-pradesh,2020,Q2,Merchant payments,570031,479165630
India,himachal-pradesh,2020,Q2,Financial Services,7634,7359757
India,himachal-pradesh,2020,Q2,Others,14642,9659685
India,himachal-pradesh,2020,Q3,Recharge & bill payments,2416395,834567922
India,himachal-pradesh,2020,Q3,Peer-to-peer payments,1954492,8806586536
India,himachal-pradesh,2020,Q3,Merchant payments,1090445,851539467
India,himachal-pradesh,2020,Q3,Financial Services,9543,11391079
India,himachal-pradesh,2020,Q3,Others,19001,11969008
India,himachal-pradesh,2020,Q4,Recharge & bill payments,2638030,936305777
India,himachal-pradesh,2020,Q4,Peer-to-peer payments,2594659,11426268857
India,himachal-pradesh,2020,Q4,Merchant payments,2001259,1589433440
India,himachal-pradesh,2020,Q4,Financial Services,11353,15534252
India,himachal-pradesh,2020,Q4,Others,27027,21510781
India,himachal-pradesh,2021,Q1,Peer-to-peer payments,2845733,11358078843
India,himachal-pradesh,2021,Q1,Recharge & bill payments,2547359,948929031
India,himachal-pradesh,2021,Q1,Merchant payments,2186946,1778219850
India,himachal-pradesh,2021,Q1,Financial Services,12561,16554205
India,himachal-pradesh,2021,Q1,Others,21430,18764977
India,himachal-pradesh,2021,Q2,Peer-to-peer payments,3340531,13035543546
India,himachal-pradesh,2021,Q2,Recharge & bill payments,3216602,1045789841
India,himachal-pradesh,2021,Q2,Merchant payments,2883209,2378084375
India,himachal-pradesh,2021,Q2,Financial Services,14642,16428390
India,himachal-pradesh,2021,Q2,Others,28918,19788385
India,himachal-pradesh,2021,Q3,Peer-to-peer payments,4455153,16560383923
India,himachal-pradesh,2021,Q3,Merchant payments,4198808,3524434949
India,himachal-pradesh,2021,Q3,Recharge & bill payments,3359406,1178802736
India,himachal-pradesh,2021,Q3,Financial Services,14497,22805774
India,himachal-pradesh,2021,Q3,Others,36303,23834687
India,himachal-pradesh,2021,Q4,Merchant payments,6062931,5228613146
India,himachal-pradesh,2021,Q4,Peer-to-peer payments,5323397,19568394324
India,himachal-pradesh,2021,Q4,Recharge & bill payments,3211367,1278824361
India,himachal-pradesh,2021,Q4,Financial Services,18198,24809740
India,himachal-pradesh,2021,Q4,Others,50971,35578926
India,himachal-pradesh,2022,Q1,Merchant payments,7030946,5558905677
India,himachal-pradesh,2022,Q1,Peer-to-peer payments,5718936,19473276901
India,himachal-pradesh,2022,Q1,Recharge & bill payments,3271665,1429960686
India,himachal-pradesh,2022,Q1,Financial Services,19314,24442138
India,himachal-pradesh,2022,Q1,Others,47319,31862035
India,himachal-pradesh,2022,Q2,Merchant payments,10591420,7697399368
India,himachal-pradesh,2022,Q2,Peer-to-peer payments,7109948,24407668318
India,himachal-pradesh,2022,Q2,Recharge & bill payments,3520538,1553155243
India,himachal-pradesh,2022,Q2,Financial Services,16901,20627276
India,himachal-pradesh,2022,Q2,Others,52564,30257752
India,himachal-pradesh,2022,Q3,Merchant payments,12686960,8511266152
India,himachal-pradesh,2022,Q3,Peer-to-peer payments,8330778,27039659316
India,himachal-pradesh,2022,Q3,Recharge & bill payments,4083168,1780405740
India,himachal-pradesh,2022,Q3,Financial Services,21293,22686931
India,himachal-pradesh,2022,Q3,Others,42669,26764547
India,himachal-pradesh,2022,Q4,Merchant payments,15297492,10280295883
India,himachal-pradesh,2022,Q4,Peer-to-peer payments,9284824,29629346091
India,himachal-pradesh,2022,Q4,Recharge & bill payments,3907023,1810538524
India,himachal-pradesh,2022,Q4,Financial Services,24342,31775337
India,himachal-pradesh,2022,Q4,Others,41455,27387394
India,jammu-&-kashmir,2018,Q1,Recharge & bill payments,457813,78812610
India,jammu-&-kashmir,2018,Q1,Peer-to-peer payments,353621,861670157
India,jammu-&-kashmir,2018,Q1,Financial Services,65683,10269382
India,jammu-&-kashmir,2018,Q1,Merchant payments,28696,30967525
India,jammu-&-kashmir,2018,Q1,Others,35755,23651562
India,jammu-&-kashmir,2018,Q2,Recharge & bill payments,794502,166762242
India,jammu-&-kashmir,2018,Q2,Peer-to-peer payments,771844,2372961687
India,jammu-&-kashmir,2018,Q2,Financial Services,112422,15636116
India,jammu-&-kashmir,2018,Q2,Merchant payments,79248,64454257
India,jammu-&-kashmir,2018,Q2,Others,38310,31391931
India,jammu-&-kashmir,2018,Q3,Peer-to-peer payments,1260453,3616022745
India,jammu-&-kashmir,2018,Q3,Recharge & bill payments,822143,203079955
India,jammu-&-kashmir,2018,Q3,Merchant payments,140076,82826475
India,jammu-&-kashmir,2018,Q3,Financial Services,44464,6397888
India,jammu-&-kashmir,2018,Q3,Others,36825,26373935
India,jammu-&-kashmir,2018,Q4,Peer-to-peer payments,1265457,5151829745
India,jammu-&-kashmir,2018,Q4,Recharge & bill payments,970724,254473764
India,jammu-&-kashmir,2018,Q4,Merchant payments,402303,215771001
India,jammu-&-kashmir,2018,Q4,Financial Services,33775,6072177
India,jammu-&-kashmir,2018,Q4,Others,49051,36573577
India,jammu-&-kashmir,2019,Q1,Peer-to-peer payments,1913720,5414709531
India,jammu-&-kashmir,2019,Q1,Recharge & bill payments,1131953,302663112
India,jammu-&-kashmir,2019,Q1,Merchant payments,452379,199219534
India,jammu-&-kashmir,2019,Q1,Financial Services,43247,4593545
India,jammu-&-kashmir,2019,Q1,Others,43688,30649751
India,jammu-&-kashmir,2019,Q2,Peer-to-peer payments,1180781,5666318253
India,jammu-&-kashmir,2019,Q2,Recharge & bill payments,706569,215937468
India,jammu-&-kashmir,2019,Q2,Merchant payments,353678,188931529
India,jammu-&-kashmir,2019,Q2,Financial Services,22663,2652961
India,jammu-&-kashmir,2019,Q2,Others,32664,26301988
India,jammu-&-kashmir,2019,Q3,Peer-to-peer payments,618694,3499425217
India,jammu-&-kashmir,2019,Q3,Recharge & bill payments,318061,111964437
India,jammu-&-kashmir,2019,Q3,Merchant payments,165115,120736230
India,jammu-&-kashmir,2019,Q3,Financial Services,2895,658515
India,jammu-&-kashmir,2019,Q3,Others,11761,11446090
India,jammu-&-kashmir,2019,Q4,Peer-to-peer payments,310620,1799955855
India,jammu-&-kashmir,2019,Q4,Merchant payments,91303,77859073
India,jammu-&-kashmir,2019,Q4,Recharge & bill payments,84803,49065907
India,jammu-&-kashmir,2019,Q4,Financial Services,197,213741
India,jammu-&-kashmir,2019,Q4,Others,3005,2601419
India,jammu-&-kashmir,2020,Q1,Peer-to-peer payments,435154,2654638582
India,jammu-&-kashmir,2020,Q1,Recharge & bill payments,341357,144213068
India,jammu-&-kashmir,2020,Q1,Merchant payments,135241,131144418
India,jammu-&-kashmir,2020,Q1,Financial Services,2350,2116665
India,jammu-&-kashmir,2020,Q1,Others,7528,5530441
India,jammu-&-kashmir,2020,Q2,Peer-to-peer payments,1238380,7426818530
India,jammu-&-kashmir,2020,Q2,Recharge & bill payments,1028741,413037418
India,jammu-&-kashmir,2020,Q2,Merchant payments,341375,403026357
India,jammu-&-kashmir,2020,Q2,Financial Services,9130,10415041
India,jammu-&-kashmir,2020,Q2,Others,17380,12351591
India,jammu-&-kashmir,2020,Q3,Peer-to-peer payments,1787154,10837119046
India,jammu-&-kashmir,2020,Q3,Recharge & bill payments,1005745,443743222
India,jammu-&-kashmir,2020,Q3,Merchant payments,642688,667957476
India,jammu-&-kashmir,2020,Q3,Financial Services,10111,13281733
India,jammu-&-kashmir,2020,Q3,Others,20200,15128281
India,jammu-&-kashmir,2020,Q4,Peer-to-peer payments,2378539,13736841259
India,jammu-&-kashmir,2020,Q4,Recharge & bill payments,1900075,536741118
India,jammu-&-kashmir,2020,Q4,Merchant payments,1377786,1045006123
India,jammu-&-kashmir,2020,Q4,Financial Services,13578,17966592
India,jammu-&-kashmir,2020,Q4,Others,84466,44350708
India,jammu-&-kashmir,2021,Q1,Peer-to-peer payments,2800201,14801220301
India,jammu-&-kashmir,2021,Q1,Recharge & bill payments,2554798,663747765
India,jammu-&-kashmir,2021,Q1,Merchant payments,1527253,1605408313
India,jammu-&-kashmir,2021,Q1,Financial Services,17276,20848657
India,jammu-&-kashmir,2021,Q1,Others,98042,47124854
India,jammu-&-kashmir,2021,Q2,Peer-to-peer payments,3955437,19502438177
India,jammu-&-kashmir,2021,Q2,Recharge & bill payments,3568970,892467613
India,jammu-&-kashmir,2021,Q2,Merchant payments,2378307,2343370985
India,jammu-&-kashmir,2021,Q2,Financial Services,19432,21897796
India,jammu-&-kashmir,2021,Q2,Others,105673,53580855
India,jammu-&-kashmir,2021,Q3,Peer-to-peer payments,5621108,26562997915
India,jammu-&-kashmir,2021,Q3,Recharge & bill payments,4192099,1126801385
India,jammu-&-kashmir,2021,Q3,Merchant payments,3197489,3818849262
India,jammu-&-kashmir,2021,Q3,Financial Services,16071,27585395
India,jammu-&-kashmir,2021,Q3,Others,124274,62209689
India,jammu-&-kashmir,2021,Q4,Peer-to-peer payments,6852001,31444247707
India,jammu-&-kashmir,2021,Q4,Merchant payments,5399465,6026170895
India,jammu-&-kashmir,2021,Q4,Recharge & bill payments,4358892,1334473410
India,jammu-&-kashmir,2021,Q4,Financial Services,20269,34425387
India,jammu-&-kashmir,2021,Q4,Others,160001,86920024
India,jammu-&-kashmir,2022,Q1,Peer-to-peer payments,6263588,25881919928
India,jammu-&-kashmir,2022,Q1,Merchant payments,5769426,5903944370
India,jammu-&-kashmir,2022,Q1,Recharge & bill payments,4046350,1253753685
India,jammu-&-kashmir,2022,Q1,Financial Services,20506,28915576
India,jammu-&-kashmir,2022,Q1,Others,145441,79330065
India,jammu-&-kashmir,2022,Q2,Merchant payments,9917899,8541811640
India,jammu-&-kashmir,2022,Q2,Peer-to-peer payments,8948548,35973490940
India,jammu-&-kashmir,2022,Q2,Recharge & bill payments,4759941,1631580783
India,jammu-&-kashmir,2022,Q2,Financial Services,17495,23857762
India,jammu-&-kashmir,2022,Q2,Others,169864,83549709
India,jammu-&-kashmir,2022,Q3,Merchant payments,9594459,8056512904
India,jammu-&-kashmir,2022,Q3,Peer-to-peer payments,8391981,31280124357
India,jammu-&-kashmir,2022,Q3,Recharge & bill payments,4397779,1538833023
India,jammu-&-kashmir,2022,Q3,Financial Services,16502,21281997
India,jammu-&-kashmir,2022,Q3,Others,133673,66802218
India,jammu-&-kashmir,2022,Q4,Merchant payments,13060020,9463119176
India,jammu-&-kashmir,2022,Q4,Peer-to-peer payments,9209773,33017162449
India,jammu-&-kashmir,2022,Q4,Recharge & bill payments,4885856,1738113554
India,jammu-&-kashmir,2022,Q4,Financial Services,17803,26804683
India,jammu-&-kashmir,2022,Q4,Others,142706,70096050
India,jharkhand,2018,Q1,Recharge & bill payments,1095857,132181815
India,jharkhand,2018,Q1,Peer-to-peer payments,809459,2036315435
India,jharkhand,2018,Q1,Financial Services,107755,45483178
India,jharkhand,2018,Q1,Merchant payments,66299,66465337
India,jharkhand,2018,Q1,Others,99551,93740623
India,jharkhand,2018,Q2,Recharge & bill payments,1398777,208894647
India,jharkhand,2018,Q2,Peer-to-peer payments,1375872,4205862516
India,jharkhand,2018,Q2,Financial Services,160637,65554548
India,jharkhand,2018,Q2,Merchant payments,130339,138889079
India,jharkhand,2018,Q2,Others,86455,102374867
India,jharkhand,2018,Q3,Peer-to-peer payments,6003688,8142915751
India,jharkhand,2018,Q3,Recharge & bill payments,1539476,256930062
India,jharkhand,2018,Q3,Merchant payments,287427,155059935
India,jharkhand,2018,Q3,Financial Services,216343,38182603
India,jharkhand,2018,Q3,Others,75687,68483065
India,jharkhand,2018,Q4,Peer-to-peer payments,3325473,9414019816
India,jharkhand,2018,Q4,Recharge & bill payments,1885135,328077093
India,jharkhand,2018,Q4,Merchant payments,845956,373435992
India,jharkhand,2018,Q4,Financial Services,136918,36357465
India,jharkhand,2018,Q4,Others,90561,90026272
India,jharkhand,2019,Q1,Peer-to-peer payments,5952105,12664709652
India,jharkhand,2019,Q1,Recharge & bill payments,2347079,440323945
India,jharkhand,2019,Q1,Merchant payments,892826,391616776
India,jharkhand,2019,Q1,Financial Services,105558,47227410
India,jharkhand,2019,Q1,Others,90140,83358664
India,jharkhand,2019,Q2,Peer-to-peer payments,5155937,17044444613
India,jharkhand,2019,Q2,Recharge & bill payments,2734377,562210324
India,jharkhand,2019,Q2,Merchant payments,2049311,862186711
India,jharkhand,2019,Q2,Financial Services,67479,51588987
India,jharkhand,2019,Q2,Others,121107,102270668
India,jharkhand,2019,Q3,Peer-to-peer payments,5708187,19050145624
India,jharkhand,2019,Q3,Merchant payments,4766457,1494546030
India,jharkhand,2019,Q3,Recharge & bill payments,3527625,754845093
India,jharkhand,2019,Q3,Financial Services,103620,80276391
India,jharkhand,2019,Q3,Others,114758,86160853
India,jharkhand,2019,Q4,Peer-to-peer payments,10301226,25360155657
India,jharkhand,2019,Q4,Recharge & bill payments,4390094,966539484
India,jharkhand,2019,Q4,Merchant payments,3359590,1725990595
India,jharkhand,2019,Q4,Financial Services,104630,45850806
India,jharkhand,2019,Q4,Others,93078,49211833
India,jharkhand,2020,Q1,Peer-to-peer payments,8196850,29875044416
India,jharkhand,2020,Q1,Recharge & bill payments,5454093,1358517296
India,jharkhand,2020,Q1,Merchant payments,4499942,2298726414
India,jharkhand,2020,Q1,Financial Services,46483,31523887
India,jharkhand,2020,Q1,Others,85345,47420137
India,jharkhand,2020,Q2,Peer-to-peer payments,8724053,32662370316
India,jharkhand,2020,Q2,Recharge & bill payments,7538593,1987320466
India,jharkhand,2020,Q2,Merchant payments,3753633,2662438204
India,jharkhand,2020,Q2,Financial Services,56553,130249402
India,jharkhand,2020,Q2,Others,68679,43823586
India,jharkhand,2020,Q3,Peer-to-peer payments,11984094,43128110246
India,jharkhand,2020,Q3,Merchant payments,7728846,5163578368
India,jharkhand,2020,Q3,Recharge & bill payments,7211293,2217657034
India,jharkhand,2020,Q3,Financial Services,56918,63233533
India,jharkhand,2020,Q3,Others,87322,50036637
India,jharkhand,2020,Q4,Peer-to-peer payments,17120664,60733288288
India,jharkhand,2020,Q4,Merchant payments,14168381,9347677563
India,jharkhand,2020,Q4,Recharge & bill payments,7945996,2582828438
India,jharkhand,2020,Q4,Financial Services,60989,63947540
India,jharkhand,2020,Q4,Others,135603,77432999
India,jharkhand,2021,Q1,Peer-to-peer payments,19151083,69198235576
India,jharkhand,2021,Q1,Merchant payments,17489113,11545580927
India,jharkhand,2021,Q1,Recharge & bill payments,7826608,2888409672
India,jharkhand,2021,Q1,Financial Services,50526,54836609
India,jharkhand,2021,Q1,Others,104333,62290337
India,jharkhand,2021,Q2,Peer-to-peer payments,24184568,86037113965
India,jharkhand,2021,Q2,Merchant payments,19041292,14731458451
India,jharkhand,2021,Q2,Recharge & bill payments,10583445,3531023352
India,jharkhand,2021,Q2,Financial Services,54379,57959229
India,jharkhand,2021,Q2,Others,138461,75088312
India,jharkhand,2021,Q3,Peer-to-peer payments,30113326,97742557031
India,jharkhand,2021,Q3,Merchant payments,29687162,19954619973
India,jharkhand,2021,Q3,Recharge & bill payments,10742405,4029136911
India,jharkhand,2021,Q3,Financial Services,51289,65035270
India,jharkhand,2021,Q3,Others,201520,99665931
India,jharkhand,2021,Q4,Merchant payments,45007900,30397134744
India,jharkhand,2021,Q4,Peer-to-peer payments,39476282,130461675107
India,jharkhand,2021,Q4,Recharge & bill payments,11173974,4920513757
India,jharkhand,2021,Q4,Financial Services,72802,82938673
India,jharkhand,2021,Q4,Others,278084,154856720
India,jharkhand,2022,Q1,Merchant payments,53218047,35404682302
India,jharkhand,2022,Q1,Peer-to-peer payments,45881799,153327336656
India,jharkhand,2022,Q1,Recharge & bill payments,11502811,5765898871
India,jharkhand,2022,Q1,Financial Services,67502,72095750
India,jharkhand,2022,Q1,Others,241051,130193505
India,jharkhand,2022,Q2,Merchant payments,67435024,44149892984
India,jharkhand,2022,Q2,Peer-to-peer payments,52086790,175208899196
India,jharkhand,2022,Q2,Recharge & bill payments,13145888,6119623547
India,jharkhand,2022,Q2,Financial Services,50361,53281830
India,jharkhand,2022,Q2,Others,207212,104530269
India,jharkhand,2022,Q3,Merchant payments,74816586,45850919744
India,jharkhand,2022,Q3,Peer-to-peer payments,57285937,176549466282
India,jharkhand,2022,Q3,Recharge & bill payments,14462031,6838978157
India,jharkhand,2022,Q3,Financial Services,68467,69016067
India,jharkhand,2022,Q3,Others,182311,104503812
India,jharkhand,2022,Q4,Merchant payments,91863987,57173653531
